Predicted Price		Real Price		Given Data		
[342043.014]		[296100.]		[ 6.525 18.13  20.2  ]		
[442805.493]		[266700.]		[ 5.976 19.01  20.2  ]		
[702356.795]		[283500.]		[ 5.936 16.94  20.2  ]		
[295105.916]		[312900.]		[ 6.301 16.23  20.2  ]		
[847410.568]		[420000.]		[ 6.081 14.7   20.2  ]		
[413541.28]		[344400.]		[ 6.701 16.42  20.2  ]		
[563370.734]		[371700.]		[ 6.376 14.65  20.2  ]		
[276562.047]		[409500.]		[ 6.317 13.99  20.2  ]		
[197783.658]		[424200.]		[ 6.513 10.29  20.2  ]		
[220579.622]		[449400.]		[ 6.209 13.22  20.2  ]		
[405842.363]		[417900.]		[ 5.759 14.13  20.2  ]		
[675435.787]		[399000.]		[ 5.952 17.15  20.2  ]		
[276146.588]		[401100.]		[ 6.003 21.32  20.2  ]		
[226017.756]		[401100.]		[ 5.926 18.13  20.2  ]		
[359668.132]		[422100.]		[ 5.713 14.76  20.2  ]		
[363146.057]		[417900.]		[ 6.167 16.29  20.2  ]		
[540684.678]		[411600.]		[ 6.229 12.87  20.2  ]		
[310055.381]		[487200.]		[ 6.437 14.36  20.2  ]		
[415311.761]		[625800.]		[ 6.98 11.66 20.2 ]		
[304288.412]		[289800.]		[ 5.427 18.14  20.2  ]		
[498778.812]		[279300.]		[ 6.162 24.1   20.2  ]		
[413363.8]		[350700.]		[ 6.484 18.68  20.2  ]		
[212035.957]		[252000.]		[ 5.304 24.91  20.2  ]		
[293930.695]		[306600.]		[ 6.185 18.03  20.2  ]		
[520359.435]		[449400.]		[ 6.229 13.11  20.2  ]		
[255109.67]		[483000.]		[ 6.242 10.74  20.2  ]		
[499943.262]		[497700.]		[ 6.75  7.74 20.2 ]		
[538239.233]		[525000.]		[ 7.061  7.01  20.2  ]		
[282441.371]		[457800.]		[ 5.762 10.42  20.2  ]		
[597833.578]		[432600.]		[ 5.871 13.34  20.2  ]		
[697703.145]		[445200.]		[ 6.312 10.58  20.2  ]		
[397356.334]		[401100.]		[ 6.114 14.98  20.2  ]		
[436404.048]		[432600.]		[ 5.905 11.45  20.2  ]		
[507716.861]		[319200.]		[ 5.454 18.06  20.1  ]		
[451716.933]		[147000.]		[ 5.414 23.97  20.1  ]		
[491474.394]		[170100.]		[ 5.093 29.68  20.1  ]		
[292548.939]		[285600.]		[ 5.983 18.07  20.1  ]		
[623966.103]		[422100.]		[ 5.983 13.35  20.1  ]		
[485062.806]		[457800.]		[ 5.707 12.01  19.2  ]		
[647484.966]		[514500.]		[ 5.926 13.59  19.2  ]		
[842196.304]		[485100.]		[ 5.67 17.6  19.2 ]		
[650389.357]		[413700.]		[ 5.39 21.14 19.2 ]		
[330543.759]		[384300.]		[ 5.794 14.1   19.2  ]		
[285135.178]		[445200.]		[ 6.019 12.92  19.2  ]		
[352474.351]		[367500.]		[ 5.569 15.1   19.2  ]		
[751092.579]		[352800.]		[ 6.027 14.33  19.2  ]		
[323519.416]		[470400.]		[ 6.593  9.67  21.   ]		
[309238.621]		[432600.]		[ 6.12  9.08 21.  ]		
[496740.942]		[501900.]		[ 6.976  5.64  21.   ]		
[702893.658]		[462000.]		[ 6.794  6.48  21.   ]		
[283105.689]		[249900.]		[ 6.03  7.88 21.  ]		
